account_id,customer_id,account_created_at,account_status,account_type,scenario_id,scenario_type,ground_truth_label
ACC_000178,CUST_000178,2026-01-16T03:44:47,RESTRICTED,SAVINGS,CHAL_C_LANDLORD_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000179,CUST_000179,2025-10-06T20:35:08,ACTIVE,SAVINGS,CHAL_C_LANDLORD_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000180,CUST_000180,2025-11-30T06:12:04,ACTIVE,SAVINGS,CHAL_G_COMPOUND_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000181,CUST_000181,2025-09-20T05:14:10,ACTIVE,SAVINGS,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000182,CUST_000182,2025-08-17T01:09:57,ACTIVE,CURRENT,CHAL_A_FAMILY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000183,CUST_000183,2026-01-26T04:55:37,ACTIVE,CURRENT,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000184,CUST_000184,2025-09-27T04:12:45,ACTIVE,CURRENT,CHAL_H_RING_006,COMBINED_RING,ring
ACC_000185,CUST_000185,2025-05-21T21:52:55,ACTIVE,CURRENT,CHAL_D_FLASH_SALE_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000186,CUST_000186,2025-11-02T05:48:29,RESTRICTED,SAVINGS,CHAL_D_FLASH_SALE_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000187,CUST_000187,2025-08-01T08:20:11,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000188,CUST_000188,2025-04-15T03:22:07,ACTIVE,SAVINGS,CHAL_H_RING_005,COMBINED_RING,ring
ACC_000189,CUST_000189,2026-02-28T03:11:29,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000190,CUST_000190,2026-01-04T09:57:48,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000191,CUST_000191,2025-12-20T05:55:45,ACTIVE,SAVINGS,CHAL_G_COMPOUND_005,LEGITIMATE_LOOKALIKE,legitimate
ACC_000192,CUST_000192,2025-09-26T05:49:22,ACTIVE,CURRENT,CHAL_G_COMPOUND_002,LEGITIMATE_LOOKALIKE,legitimate
ACC_000193,CUST_000193,2026-02-11T16:43:14,ACTIVE,CURRENT,CHAL_C_LANDLORD_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000194,CUST_000194,2026-02-25T17:35:42,ACTIVE,SAVINGS,CHAL_F_COMMUNITY_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000195,CUST_000195,2025-06-24T20:28:18,ACTIVE,SAVINGS,CHAL_G_COMPOUND_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000196,CUST_000196,2026-02-28T23:56:49,ACTIVE,SAVINGS,CHAL_H_RING_001,COMBINED_RING,ring
ACC_000197,CUST_000197,2025-10-25T21:37:50,ACTIVE,SAVINGS,CHAL_D_FLASH_SALE_003,LEGITIMATE_LOOKALIKE,legitimate
ACC_000198,CUST_000198,2025-08-19T01:34:45,ACTIVE,SAVINGS,CHAL_C_LANDLORD_004,LEGITIMATE_LOOKALIKE,legitimate
ACC_000199,CUST_000199,2025-11-20T14:07:24,DORMANT,CURRENT,CHAL_G_COMPOUND_001,LEGITIMATE_LOOKALIKE,legitimate
ACC_000200,CUST_000200,2026-03-02T07:38:49,ACTIVE,CURRENT,CHAL_G_COMPOUND_003,LEGITIMATE_LOOKALIKE,legitimate
