transaction_id,tx_amount,tx_log_amount,tx_hour,tx_day_of_week,tx_day_of_month,tx_is_weekend,tx_is_night,tx_is_transfer_p2p,tx_is_payment_p2m,tx_channel_upi,tx_channel_imps,tx_channel_card,tx_channel_netbanking,tx_has_beneficiary,tx_has_merchant,beh_account_age_days,beh_tx_sequence_num,beh_time_since_last_tx_sec,beh_is_first_tx,beh_hist_tx_count,beh_hist_total_amount,beh_hist_avg_amount,beh_hist_max_amount,beh_hist_std_amount,beh_amount_to_hist_avg_ratio,beh_rolling_tx_count_1h,beh_rolling_amount_1h,beh_rolling_tx_count_24h,beh_rolling_amount_24h,beh_rolling_tx_count_7d,beh_rolling_amount_7d,beh_hist_unique_devices,beh_hist_unique_ips,beh_hist_unique_beneficiaries,beh_is_new_device,beh_is_new_ip,beh_is_new_beneficiary
TXN_00001575,455.02,6.122536668201702,2,6,18,1,1,0,1,0,0,1,0,0,1,115.3,2,154203.0,0,1,2990.3,2990.3,2990.3,0.0,0.1522,0,0.0,0,0.0,1,2990.3,1,1,0,1,0,0
TXN_00001689,179.34,5.19484395807176,7,6,18,1,0,0,1,1,0,0,0,0,1,60.56,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000707,1689.49,7.432773706720803,8,6,18,1,0,0,1,0,0,1,0,0,1,213.02,3,495620.0,0,2,4270.89,2135.45,3440.27,1845.3,0.7912,0,0.0,0,0.0,1,830.62,1,2,1,0,0,0
TXN_00001369,3530.34,8.169432681295634,9,6,18,1,0,0,1,0,0,0,1,0,1,28.45,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000586,4044.39,8.305333240172498,9,6,18,1,0,1,0,0,0,0,1,1,0,50.81,4,644958.0,0,3,5474.49,1824.83,4833.12,2613.96,2.2163,0,0.0,0,0.0,0,0.0,2,3,0,0,0,1
TXN_00000058,49000.0,10.799595985047786,11,6,18,1,0,1,0,0,1,0,0,1,0,25.83,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00001016,1578.17,7.364654671538286,12,6,18,1,0,1,0,0,0,0,1,1,0,77.01,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000118,15000.0,9.61587214452889,12,6,18,1,0,1,0,0,1,0,0,1,0,112.48,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000119,15000.0,9.61587214452889,12,6,18,1,0,1,0,0,1,0,0,1,0,112.48,2,60.0,0,1,15000.0,15000.0,15000.0,0.0,1.0,1,15000.0,1,15000.0,1,15000.0,1,1,1,0,0,1
TXN_00000120,15000.0,9.61587214452889,12,6,18,1,0,1,0,0,1,0,0,1,0,112.49,3,120.0,0,2,30000.0,15000.0,15000.0,0.0,1.0,2,30000.0,2,30000.0,2,30000.0,1,1,2,0,0,1
TXN_00000121,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,112.49,4,180.0,0,3,45000.0,15000.0,15000.0,0.0,1.3333,3,45000.0,3,45000.0,3,45000.0,1,1,3,0,0,1
TXN_00000122,15000.0,9.61587214452889,13,6,18,1,0,1,0,0,1,0,0,1,0,49.16,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000123,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,49.16,2,180.0,0,1,15000.0,15000.0,15000.0,0.0,1.3333,1,15000.0,1,15000.0,1,15000.0,1,1,1,0,0,1
TXN_00000124,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,49.16,3,60.0,0,2,35000.0,17500.0,20000.0,3535.53,1.1429,2,35000.0,2,35000.0,2,35000.0,1,1,2,0,0,1
TXN_00000125,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,49.16,4,180.0,0,3,55000.0,18333.33,20000.0,2886.75,1.0909,3,55000.0,3,55000.0,3,55000.0,1,1,3,0,0,1
TXN_00001734,858.93,6.756850990585935,13,6,18,1,0,0,1,0,0,0,1,0,1,34.21,3,155499.0,0,2,2680.1,1340.05,1875.38,757.07,0.641,0,0.0,0,0.0,2,2680.1,1,2,0,0,0,0
TXN_00000126,30000.0,10.308985993422082,13,6,18,1,0,1,0,0,1,0,0,1,0,266.2,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000127,25000.0,10.12667110305036,13,6,18,1,0,1,0,0,1,0,0,1,0,266.2,2,120.0,0,1,30000.0,30000.0,30000.0,0.0,0.8333,1,30000.0,1,30000.0,1,30000.0,1,1,1,0,0,1
TXN_00000128,30000.0,10.308985993422082,13,6,18,1,0,1,0,0,1,0,0,1,0,266.2,3,60.0,0,2,55000.0,27500.0,30000.0,3535.53,1.0909,2,55000.0,2,55000.0,2,55000.0,1,1,2,0,0,1
TXN_00000129,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,266.21,4,180.0,0,3,85000.0,28333.33,30000.0,2886.75,0.7059,3,85000.0,3,85000.0,3,85000.0,1,1,3,0,0,1
TXN_00000130,15000.0,9.61587214452889,13,6,18,1,0,1,0,0,1,0,0,1,0,80.97,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000131,25000.0,10.12667110305036,13,6,18,1,0,1,0,0,1,0,0,1,0,80.97,2,120.0,0,1,15000.0,15000.0,15000.0,0.0,1.6667,1,15000.0,1,15000.0,1,15000.0,1,1,1,0,0,1
TXN_00000132,15000.0,9.61587214452889,13,6,18,1,0,1,0,0,1,0,0,1,0,80.97,3,180.0,0,2,40000.0,20000.0,25000.0,7071.07,0.75,2,40000.0,2,40000.0,2,40000.0,1,1,2,0,0,1
TXN_00001830,672.78,6.512903648133584,13,6,18,1,0,0,1,0,0,0,1,0,1,30.6,3,687326.0,0,2,8560.96,4280.48,8411.66,5842.37,0.1572,0,0.0,0,0.0,0,0.0,2,1,2,0,0,0
TXN_00000133,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,80.97,4,120.0,0,3,55000.0,18333.33,25000.0,5773.5,1.0909,3,55000.0,3,55000.0,3,55000.0,1,1,3,0,0,1
TXN_00000134,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,126.6,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000135,30000.0,10.308985993422082,13,6,18,1,0,1,0,0,1,0,0,1,0,126.6,2,60.0,0,1,20000.0,20000.0,20000.0,0.0,1.5,1,20000.0,1,20000.0,1,20000.0,1,1,1,0,0,1
TXN_00000136,25000.0,10.12667110305036,13,6,18,1,0,1,0,0,1,0,0,1,0,126.6,3,120.0,0,2,50000.0,25000.0,30000.0,7071.07,1.0,2,50000.0,2,50000.0,2,50000.0,1,1,2,0,0,1
TXN_00000137,20000.0,9.90353755128617,13,6,18,1,0,1,0,0,1,0,0,1,0,126.6,4,120.0,0,3,75000.0,25000.0,30000.0,5000.0,0.8,3,75000.0,3,75000.0,3,75000.0,1,1,3,0,0,1
TXN_00000977,1014.52,6.92315607555816,14,6,18,1,0,1,0,0,0,1,0,1,0,120.65,3,619701.0,0,2,1675.47,837.74,1587.14,1059.82,1.211,0,0.0,0,0.0,0,0.0,1,1,2,1,0,1
TXN_00001212,588.72,6.379647847981619,14,6,18,1,0,0,1,1,0,0,0,0,1,23.67,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001762,225.02,5.420623490932004,15,6,18,1,0,0,1,1,0,0,0,0,1,102.47,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000080,24500.0,10.106469212026385,15,6,18,1,0,1,0,0,1,0,0,1,0,155.53,4,72000.0,0,3,146500.0,48833.33,49000.0,288.68,0.5017,0,0.0,2,97500.0,3,146500.0,1,1,1,0,0,0
TXN_00001125,235.98,5.467975749388594,15,6,18,1,0,0,1,0,0,1,0,0,1,59.94,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000900,1429.07,7.26547867310484,16,6,18,1,0,1,0,0,0,1,0,1,0,225.54,2,406738.0,0,1,1547.83,1547.83,1547.83,0.0,0.9233,0,0.0,0,0.0,1,1547.83,1,1,0,0,0,1
TXN_00000762,253.05,5.537531098039741,16,6,18,1,0,0,1,0,0,0,1,0,1,152.11,3,1276229.0,0,2,1361.55,680.78,846.36,234.17,0.3717,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0
TXN_00000202,49999.0,10.819778284410283,17,6,18,1,0,1,0,0,1,0,0,1,0,172.73,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000203,99500.0,11.507922973347437,17,6,18,1,0,1,0,0,1,0,0,1,0,172.73,2,17.0,0,1,49999.0,49999.0,49999.0,0.0,1.99,1,49999.0,1,49999.0,1,49999.0,1,1,1,0,0,0
TXN_00000204,49500.0,10.809748150372926,17,6,18,1,0,1,0,0,1,0,0,1,0,20.98,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000205,49999.0,10.819778284410283,17,6,18,1,0,1,0,0,1,0,0,1,0,20.98,2,16.0,0,1,49500.0,49500.0,49500.0,0.0,1.0101,1,49500.0,1,49500.0,1,49500.0,1,1,1,0,0,0
TXN_00000206,99500.0,11.507922973347437,17,6,18,1,0,1,0,0,1,0,0,1,0,21.54,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000207,49000.0,10.799595985047786,17,6,18,1,0,1,0,0,1,0,0,1,0,21.54,2,12.0,0,1,99500.0,99500.0,99500.0,0.0,0.4925,1,99500.0,1,99500.0,1,99500.0,1,1,1,0,0,0
TXN_00000208,49000.0,10.799595985047786,17,6,18,1,0,1,0,0,1,0,0,1,0,172.35,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000209,49999.0,10.819778284410283,17,6,18,1,0,1,0,0,1,0,0,1,0,172.36,2,26.0,0,1,49000.0,49000.0,49000.0,0.0,1.0204,1,49000.0,1,49000.0,1,49000.0,1,1,1,0,0,0
TXN_00000636,899.73,6.803205545662573,17,6,18,1,0,1,0,1,0,0,0,1,0,193.75,3,903137.0,0,2,3083.45,1541.73,2901.9,1923.58,0.5836,0,0.0,0,0.0,0,0.0,2,1,2,0,0,1
TXN_00000210,49999.0,10.819778284410283,17,6,18,1,0,1,0,0,1,0,0,1,0,64.43,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000211,49500.0,10.809748150372926,17,6,18,1,0,1,0,0,1,0,0,1,0,64.43,2,33.0,0,1,49999.0,49999.0,49999.0,0.0,0.99,1,49999.0,1,49999.0,1,49999.0,1,1,1,0,0,0
TXN_00000212,49500.0,10.809748150372926,17,6,18,1,0,1,0,0,1,0,0,1,0,64.43,3,24.0,0,2,99499.0,49749.5,49999.0,352.85,0.995,2,99499.0,2,99499.0,2,99499.0,1,1,1,0,0,0
TXN_00000213,49500.0,10.809748150372926,17,6,18,1,0,1,0,0,1,0,0,1,0,64.43,4,20.0,0,3,148999.0,49666.33,49999.0,288.1,0.9967,3,148999.0,3,148999.0,3,148999.0,1,1,1,0,0,0
TXN_00000214,49500.0,10.809748150372926,17,6,18,1,0,1,0,0,1,0,0,1,0,41.81,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000215,99500.0,11.507922973347437,17,6,18,1,0,1,0,0,1,0,0,1,0,41.81,2,31.0,0,1,49500.0,49500.0,49500.0,0.0,2.0101,1,49500.0,1,49500.0,1,49500.0,1,1,1,0,0,0
TXN_00000216,99500.0,11.507922973347437,17,6,18,1,0,1,0,0,1,0,0,1,0,41.81,3,21.0,0,2,149000.0,74500.0,99500.0,35355.34,1.3356,2,149000.0,2,149000.0,2,149000.0,1,1,1,0,0,0
TXN_00000217,49000.0,10.799595985047786,17,6,18,1,0,1,0,0,1,0,0,1,0,41.81,4,27.0,0,3,248500.0,82833.33,99500.0,28867.51,0.5915,3,248500.0,3,248500.0,3,248500.0,1,1,1,0,0,0
TXN_00000884,1896.78,7.548440060965843,17,6,18,1,0,0,1,1,0,0,0,0,1,61.83,2,828019.0,0,1,1515.75,1515.75,1515.75,0.0,1.2514,0,0.0,0,0.0,0,0.0,1,1,0,0,1,0
TXN_00000218,99500.0,11.507922973347437,17,6,18,1,0,1,0,0,1,0,0,1,0,45.61,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000219,49999.0,10.819778284410283,17,6,18,1,0,1,0,0,1,0,0,1,0,45.61,2,33.0,0,1,99500.0,99500.0,99500.0,0.0,0.5025,1,99500.0,1,99500.0,1,99500.0,1,1,1,0,0,0
TXN_00001559,1003.35,6.912095845080557,17,6,18,1,0,0,1,1,0,0,0,0,1,44.78,2,376246.0,0,1,489.69,489.69,489.69,0.0,2.0489,0,0.0,0,0.0,1,489.69,1,1,1,1,0,0
TXN_00001835,887.86,6.789939742797618,18,6,18,1,0,1,0,0,0,1,0,1,0,90.23,2,131583.0,0,1,323.29,323.29,323.29,0.0,2.7463,0,0.0,0,0.0,1,323.29,1,1,0,1,0,1
TXN_00001778,1074.6,6.980633924394709,18,6,18,1,0,1,0,0,0,1,0,1,0,167.2,3,485108.0,0,2,2209.77,1104.88,1986.44,1246.71,0.9726,0,0.0,0,0.0,1,1986.44,2,1,0,0,0,1
TXN_00001507,323.03,5.780836104098492,20,6,18,1,0,1,0,1,0,0,0,1,0,89.49,5,443389.0,0,4,8417.94,2104.49,7651.4,3698.02,0.1535,0,0.0,0,0.0,1,7651.4,1,1,0,0,0,1
TXN_00001455,1715.5,7.448042612897747,21,6,18,1,0,0,1,0,0,1,0,0,1,129.38,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001093,650.14,6.478724672851264,23,6,18,1,0,0,1,1,0,0,0,0,1,63.48,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000425,3529.81,8.169282585361394,23,6,18,1,0,0,1,0,0,1,0,0,1,53.91,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001348,2266.24,7.726318511688333,0,0,19,0,1,0,1,0,0,0,1,0,1,124.03,2,396330.0,0,1,160.09,160.09,160.09,0.0,14.156,0,0.0,0,0.0,1,160.09,1,1,0,0,0,0
TXN_00001121,294.6,5.689007189074046,0,0,19,0,1,1,0,0,0,1,0,1,0,284.42,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000685,1014.1,6.922742408790385,1,0,19,0,1,1,0,0,0,0,1,1,0,124.07,3,3528.0,0,2,2426.33,1213.16,2266.24,1489.27,0.8359,1,2266.24,1,2266.24,2,2426.33,1,1,0,0,0,1
TXN_00001389,2004.65,7.603723476728784,1,0,19,0,1,1,0,1,0,0,0,1,0,145.71,2,509358.0,0,1,1956.39,1956.39,1956.39,0.0,1.0247,0,0.0,0,0.0,1,1956.39,1,1,0,1,1,1
TXN_00000936,305.79,5.726163474437768,1,0,19,0,1,0,1,1,0,0,0,0,1,106.66,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000060,24800.0,10.118639253920785,2,0,19,0,1,1,0,0,1,0,0,1,0,26.46,2,54000.0,0,1,49000.0,49000.0,49000.0,0.0,0.5061,0,0.0,1,49000.0,1,49000.0,1,1,1,0,0,0
TXN_00001179,1889.8,7.544755298919081,2,0,19,0,1,0,1,1,0,0,0,0,1,126.67,2,1466595.0,0,1,1808.9,1808.9,1808.9,0.0,1.0447,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0
TXN_00001498,152.19,5.031678981024605,3,0,19,0,1,1,0,1,0,0,0,1,0,159.03,4,142655.0,0,3,5013.09,1671.03,2284.69,541.45,0.0911,0,0.0,0,0.0,2,2728.4,1,1,0,0,0,1
TXN_00000571,821.43,6.712263372634794,4,0,19,0,1,1,0,0,0,0,1,1,0,153.9,3,196492.0,0,2,1688.89,844.45,1135.66,411.84,0.9727,0,0.0,0,0.0,2,1688.89,1,1,0,1,0,1
TXN_00001935,1521.29,7.3279710590362095,4,0,19,0,1,0,1,0,0,1,0,0,1,77.79,4,258443.0,0,3,2392.96,797.65,1480.43,592.07,1.9072,0,0.0,0,0.0,1,426.12,1,1,1,0,0,0
TXN_00001881,2378.55,7.774666673158218,4,0,19,0,1,1,0,0,0,0,1,1,0,28.88,2,140788.0,0,1,682.15,682.15,682.15,0.0,3.4868,0,0.0,0,0.0,1,682.15,1,1,1,0,0,1
TXN_00001915,1361.42,7.217017809217241,5,0,19,0,1,0,1,0,0,1,0,0,1,86.06,2,456151.0,0,1,732.0,732.0,732.0,0.0,1.8599,0,0.0,0,0.0,1,732.0,1,1,1,0,0,0
TXN_00000294,899.0,6.802394763324311,6,0,19,0,0,0,1,0,0,0,1,0,1,57.57,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001411,3269.87,8.092811283550803,6,0,19,0,0,1,0,1,0,0,0,1,0,122.15,2,1305758.0,0,1,200.71,200.71,200.71,0.0,16.2915,0,0.0,0,0.0,0,0.0,1,1,0,0,0,1
TXN_00001280,668.33,6.506277212051428,8,0,19,0,0,0,1,0,0,0,1,0,1,50.82,3,134317.0,0,2,5282.19,2641.1,4369.77,2444.72,0.2531,0,0.0,0,0.0,1,912.42,1,1,0,0,0,0
TXN_00001578,55.28,4.030339232246188,8,0,19,0,0,0,1,0,0,1,0,0,1,29.42,2,83601.0,0,1,3530.34,3530.34,3530.34,0.0,0.0157,0,0.0,1,3530.34,1,3530.34,1,1,0,0,1,0
TXN_00000275,1250.0,7.1316985104669115,9,0,19,0,0,0,1,0,0,1,0,0,1,63.25,2,797556.0,0,1,150.0,150.0,150.0,0.0,8.3333,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0
TXN_00000696,3252.76,8.087566529680926,9,0,19,0,0,0,1,1,0,0,0,0,1,55.87,2,337099.0,0,1,3080.2,3080.2,3080.2,0.0,1.056,0,0.0,0,0.0,1,3080.2,1,1,1,1,0,0
TXN_00001695,454.2,6.120736882812121,10,0,19,0,0,1,0,1,0,0,0,1,0,260.76,2,1239239.0,0,1,1100.71,1100.71,1100.71,0.0,0.4126,0,0.0,0,0.0,0,0.0,1,1,1,0,0,1
TXN_00000883,2224.96,7.7079435622221055,10,0,19,0,0,0,1,1,0,0,0,0,1,231.72,2,667984.0,0,1,793.46,793.46,793.46,0.0,2.8041,0,0.0,0,0.0,0,0.0,1,1,1,0,1,0
TXN_00000333,389.66,5.967837616476825,11,0,19,0,0,1,0,0,0,1,0,1,0,112.38,3,365567.0,0,2,3754.64,1877.32,2692.94,1153.46,0.2076,0,0.0,0,0.0,2,3754.64,2,1,0,1,1,1
TXN_00000059,24500.0,10.106469212026385,13,0,19,0,0,1,0,0,1,0,0,1,0,26.92,3,39600.0,0,2,73800.0,36900.0,49000.0,17111.98,0.664,0,0.0,1,24800.0,2,73800.0,1,1,1,0,0,0
TXN_00001764,1828.01,7.511530115844481,13,0,19,0,0,0,1,0,0,0,1,0,1,41.26,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001438,2461.37,7.808879579774531,14,0,19,0,0,1,0,1,0,0,0,1,0,224.56,2,1386755.0,0,1,807.3,807.3,807.3,0.0,3.0489,0,0.0,0,0.0,0,0.0,1,1,1,0,0,1
TXN_00001781,998.29,6.90704502681277,15,0,19,0,0,0,1,1,0,0,0,0,1,169.76,2,1165040.0,0,1,270.28,270.28,270.28,0.0,3.6935,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0
TXN_00000482,251.11,5.529865500206057,18,0,19,0,0,0,1,1,0,0,0,0,1,29.29,2,1408502.0,0,1,1038.89,1038.89,1038.89,0.0,0.2417,0,0.0,0,0.0,0,0.0,1,1,0,0,1,0
TXN_00000733,755.4,6.6285703367843025,18,0,19,0,0,0,1,1,0,0,0,0,1,31.8,4,104129.0,0,3,9233.74,3077.91,8411.66,4626.57,0.2454,0,0.0,0,0.0,1,672.78,2,1,2,0,0,0
TXN_00001164,2210.07,7.701231840238689,19,0,19,0,0,0,1,1,0,0,0,0,1,139.49,2,1287685.0,0,1,360.33,360.33,360.33,0.0,6.1335,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0
TXN_00001700,303.49,5.7186382458881875,19,0,19,0,0,0,1,1,0,0,0,0,1,204.81,3,807119.0,0,2,822.83,411.42,717.22,432.47,0.7377,0,0.0,0,0.0,0,0.0,1,1,1,0,0,0
TXN_00000321,931.73,6.838115769898724,22,0,19,0,0,0,1,1,0,0,0,0,1,35.68,2,766575.0,0,1,180.16,180.16,180.16,0.0,5.1717,0,0.0,0,0.0,0,0.0,1,1,0,1,1,0
TXN_00001554,558.15,6.326417773474197,22,0,19,0,0,1,0,1,0,0,0,1,0,217.89,2,267145.0,0,1,1257.98,1257.98,1257.98,0.0,0.4437,0,0.0,0,0.0,1,1257.98,1,1,0,0,1,1
TXN_00001666,1159.81,7.056873316281321,22,0,19,0,0,0,1,0,0,1,0,0,1,45.18,2,387717.0,0,1,1499.02,1499.02,1499.02,0.0,0.7737,0,0.0,0,0.0,1,1499.02,1,1,0,1,1,0
TXN_00001468,2505.79,7.8267583291930505,23,0,19,0,0,0,1,0,0,0,1,0,1,103.81,2,115112.0,0,1,225.02,225.02,225.02,0.0,11.1359,0,0.0,0,0.0,1,225.02,1,1,0,0,1,0
TXN_00000278,899.0,6.802394763324311,0,1,20,0,1,0,1,0,0,1,0,0,1,26.76,2,271971.0,0,1,899.0,899.0,899.0,0.0,1.0,0,0.0,0,0.0,1,899.0,1,1,0,0,0,0
TXN_00001977,1763.22,7.475463945343562,0,1,20,0,1,1,0,0,0,1,0,1,0,202.51,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000532,744.85,6.614524507599939,1,1,20,0,1,0,1,1,0,0,0,0,1,45.09,3,642641.0,0,2,1857.08,928.54,1159.95,327.26,0.8022,0,0.0,0,0.0,0,0.0,1,1,2,0,0,0
TXN_00000341,510.85,6.23803161336578,3,1,20,0,1,0,1,1,0,0,0,0,1,47.62,2,1083650.0,0,1,885.19,885.19,885.19,0.0,0.5771,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0
TXN_00000694,2010.36,7.606566389166521,3,1,20,0,1,0,1,0,0,0,1,0,1,115.45,4,568615.0,0,3,2413.51,804.5,1690.33,800.25,2.4989,0,0.0,0,0.0,1,1690.33,1,1,0,0,1,0
TXN_00001784,949.66,6.857156480218768,3,1,20,0,1,1,0,1,0,0,0,1,0,189.78,2,441371.0,0,1,1476.77,1476.77,1476.77,0.0,0.6431,0,0.0,0,0.0,1,1476.77,1,1,0,0,0,1
TXN_00001102,832.94,6.7261614573247215,4,1,20,0,1,1,0,1,0,0,0,1,0,236.25,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,1
TXN_00000922,2888.87,7.968966797395764,5,1,20,0,1,0,1,0,0,1,0,0,1,197.36,3,354625.0,0,2,2812.92,1406.46,2563.25,1635.95,2.054,0,0.0,0,0.0,1,2563.25,2,1,1,1,0,0
TXN_00000626,678.27,6.521018692112954,6,1,20,0,0,1,0,0,0,1,0,1,0,191.17,4,191460.0,0,3,4470.55,1490.18,2045.54,936.89,0.4552,0,0.0,0,0.0,2,2425.01,2,1,1,0,0,1
TXN_00000393,1602.66,7.380043795882815,7,1,20,0,0,0,1,0,0,0,1,0,1,69.24,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00001754,506.02,6.228550450544898,8,1,20,0,0,0,1,1,0,0,0,0,1,32.38,5,49931.0,0,4,9989.14,2497.28,8411.66,3952.04,0.2026,0,0.0,1,755.4,2,1428.18,2,1,2,0,0,0
TXN_00000285,3500.0,8.160803920954665,9,1,20,0,0,0,1,0,0,0,1,0,1,185.67,2,1347859.0,0,1,150.0,150.0,150.0,0.0,23.3333,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0
TXN_00000541,798.52,6.684011547595895,10,1,20,0,0,0,1,1,0,0,0,0,1,117.62,3,200460.0,0,2,3445.32,1722.66,2990.3,1792.71,0.4635,0,0.0,0,0.0,2,3445.32,2,1,0,0,0,0
TXN_00001825,977.09,6.885601690340696,11,1,20,0,0,0,1,1,0,0,0,0,1,211.34,1,-1.0,1,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0,0.0,0,0.0,0,0,0,1,1,0
TXN_00000412,298.33,5.701546643714624,11,1,20,0,0,0,1,1,0,0,0,0,1,41.48,5,414657.0,0,4,3997.53,999.38,2233.93,1099.44,0.2985,0,0.0,0,0.0,2,144.82,1,3,3,0,0,0
TXN_00001834,368.88,5.913178628709438,11,1,20,0,0,0,1,0,0,1,0,0,1,327.07,2,669745.0,0,1,2231.17,2231.17,2231.17,0.0,0.1653,0,0.0,0,0.0,0,0.0,1,1,0,0,1,0
TXN_00000272,899.0,6.802394763324311,11,1,20,0,0,0,1,0,0,1,0,0,1,198.6,2,872490.0,0,1,150.0,150.0,150.0,0.0,5.9933,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0
TXN_00001856,726.78,6.589998804723531,12,1,20,0,0,1,0,0,0,1,0,1,0,28.02,2,275166.0,0,1,576.34,576.34,576.34,0.0,1.261,0,0.0,0,0.0,1,576.34,1,1,1,0,0,0
TXN_00001006,274.92,5.620110968628586,13,1,20,0,0,0,1,0,0,0,1,0,1,27.51,2,1212017.0,0,1,669.01,669.01,669.01,0.0,0.4109,0,0.0,0,0.0,0,0.0,1,1,1,1,0,0
TXN_00000996,89.33,4.503469631161752,13,1,20,0,0,0,1,1,0,0,0,0,1,57.3,4,918316.0,0,3,2427.35,809.12,1072.55,320.92,0.1104,0,0.0,0,0.0,0,0.0,2,2,1,0,1,0
TXN_00000811,74.01,4.317621437981545,15,1,20,0,0,0,1,1,0,0,0,0,1,33.5,4,608430.0,0,3,863.55,287.85,398.1,155.73,0.2571,0,0.0,0,0.0,0,0.0,1,1,0,0,0,0
TXN_00001088,2138.92,7.6685237241395585,15,1,20,0,0,0,1,1,0,0,0,0,1,141.38,3,429214.0,0,2,2894.99,1447.5,2651.57,1702.82,1.4777,0,0.0,0,0.0,2,2894.99,1,1,0,0,0,0
