transaction_id,account_id,timestamp,scenario_type,ground_truth_label,is_ring
TXN_00001677,ACC_000057,2026-01-09T22:18:36+00:00,LEGITIMATE,legitimate,0
TXN_00000305,ACC_000476,2026-01-09T22:27:51+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000495,ACC_000284,2026-01-09T22:36:19+00:00,LEGITIMATE,legitimate,0
TXN_00001618,ACC_000189,2026-01-10T00:01:26+00:00,LEGITIMATE,legitimate,0
TXN_00000569,ACC_000041,2026-01-10T00:05:12+00:00,LEGITIMATE,legitimate,0
TXN_00000974,ACC_000283,2026-01-10T00:20:17+00:00,LEGITIMATE,legitimate,0
TXN_00000274,ACC_000073,2026-01-10T03:33:10+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000497,ACC_000119,2026-01-10T04:51:46+00:00,LEGITIMATE,legitimate,0
TXN_00001198,ACC_000015,2026-01-10T05:41:33+00:00,LEGITIMATE,legitimate,0
TXN_00000621,ACC_000381,2026-01-10T06:39:27+00:00,LEGITIMATE,legitimate,0
TXN_00000758,ACC_000258,2026-01-10T06:54:14+00:00,LEGITIMATE,legitimate,0
TXN_00000682,ACC_000240,2026-01-10T08:55:47+00:00,LEGITIMATE,legitimate,0
TXN_00000417,ACC_000293,2026-01-10T09:21:09+00:00,LEGITIMATE,legitimate,0
TXN_00000271,ACC_000202,2026-01-10T09:34:50+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001889,ACC_000193,2026-01-10T10:57:58+00:00,LEGITIMATE,legitimate,0
TXN_00000563,ACC_000050,2026-01-10T14:14:27+00:00,LEGITIMATE,legitimate,0
TXN_00001316,ACC_000081,2026-01-10T14:35:32+00:00,LEGITIMATE,legitimate,0
TXN_00001539,ACC_000085,2026-01-10T15:05:11+00:00,LEGITIMATE,legitimate,0
TXN_00000350,ACC_000291,2026-01-10T15:29:21+00:00,LEGITIMATE,legitimate,0
TXN_00000389,ACC_000404,2026-01-10T18:13:57+00:00,LEGITIMATE,legitimate,0
TXN_00000938,ACC_000321,2026-01-10T18:29:34+00:00,LEGITIMATE,legitimate,0
TXN_00001924,ACC_000451,2026-01-10T18:30:35+00:00,LEGITIMATE,legitimate,0
TXN_00000247,ACC_000473,2026-01-10T19:15:37+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000866,ACC_000490,2026-01-10T19:32:02+00:00,LEGITIMATE,legitimate,0
TXN_00000365,ACC_000221,2026-01-10T20:35:32+00:00,LEGITIMATE,legitimate,0
TXN_00001631,ACC_000491,2026-01-10T20:57:09+00:00,LEGITIMATE,legitimate,0
TXN_00001546,ACC_000096,2026-01-10T21:12:43+00:00,LEGITIMATE,legitimate,0
TXN_00000641,ACC_000353,2026-01-10T21:30:34+00:00,LEGITIMATE,legitimate,0
TXN_00000766,ACC_000035,2026-01-10T22:30:08+00:00,LEGITIMATE,legitimate,0
TXN_00001425,ACC_000186,2026-01-10T22:45:23+00:00,LEGITIMATE,legitimate,0
TXN_00000764,ACC_000166,2026-01-11T01:07:59+00:00,LEGITIMATE,legitimate,0
TXN_00000265,ACC_000078,2026-01-11T01:29:48+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001420,ACC_000195,2026-01-11T02:18:27+00:00,LEGITIMATE,legitimate,0
TXN_00001603,ACC_000434,2026-01-11T03:04:27+00:00,LEGITIMATE,legitimate,0
TXN_00000404,ACC_000001,2026-01-11T04:54:34+00:00,LEGITIMATE,legitimate,0
TXN_00000556,ACC_000093,2026-01-11T04:59:27+00:00,LEGITIMATE,legitimate,0
TXN_00001541,ACC_000297,2026-01-11T05:34:50+00:00,LEGITIMATE,legitimate,0
TXN_00000342,ACC_000043,2026-01-11T06:21:51+00:00,LEGITIMATE,legitimate,0
TXN_00000526,ACC_000123,2026-01-11T07:49:24+00:00,LEGITIMATE,legitimate,0
TXN_00001791,ACC_000125,2026-01-11T07:52:28+00:00,LEGITIMATE,legitimate,0
TXN_00001431,ACC_000258,2026-01-11T10:02:46+00:00,LEGITIMATE,legitimate,0
TXN_00001324,ACC_000452,2026-01-11T10:09:01+00:00,LEGITIMATE,legitimate,0
TXN_00001245,ACC_000273,2026-01-11T12:19:15+00:00,LEGITIMATE,legitimate,0
TXN_00001157,ACC_000189,2026-01-11T12:19:35+00:00,LEGITIMATE,legitimate,0
TXN_00001971,ACC_000299,2026-01-11T12:39:08+00:00,LEGITIMATE,legitimate,0
TXN_00001296,ACC_000056,2026-01-11T13:39:06+00:00,LEGITIMATE,legitimate,0
TXN_00001118,ACC_000241,2026-01-11T14:15:43+00:00,LEGITIMATE,legitimate,0
TXN_00001202,ACC_000237,2026-01-11T14:43:31+00:00,LEGITIMATE,legitimate,0
TXN_00001911,ACC_000480,2026-01-11T14:58:10+00:00,LEGITIMATE,legitimate,0
TXN_00000855,ACC_000111,2026-01-11T15:33:57+00:00,LEGITIMATE,legitimate,0
TXN_00001712,ACC_000075,2026-01-11T15:44:59+00:00,LEGITIMATE,legitimate,0
TXN_00001842,ACC_000215,2026-01-11T16:31:15+00:00,LEGITIMATE,legitimate,0
TXN_00000479,ACC_000240,2026-01-11T16:49:41+00:00,LEGITIMATE,legitimate,0
TXN_00000754,ACC_000077,2026-01-11T17:01:24+00:00,LEGITIMATE,legitimate,0
TXN_00000258,ACC_000055,2026-01-11T17:09:03+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001927,ACC_000383,2026-01-11T17:24:59+00:00,LEGITIMATE,legitimate,0
TXN_00001878,ACC_000285,2026-01-11T17:29:19+00:00,LEGITIMATE,legitimate,0
TXN_00000456,ACC_000330,2026-01-11T19:03:30+00:00,LEGITIMATE,legitimate,0
TXN_00000860,ACC_000446,2026-01-11T19:48:27+00:00,LEGITIMATE,legitimate,0
TXN_00000385,ACC_000378,2026-01-11T20:46:03+00:00,LEGITIMATE,legitimate,0
TXN_00001368,ACC_000226,2026-01-11T22:39:23+00:00,LEGITIMATE,legitimate,0
TXN_00001886,ACC_000223,2026-01-11T22:48:23+00:00,LEGITIMATE,legitimate,0
TXN_00001668,ACC_000246,2026-01-11T23:18:59+00:00,LEGITIMATE,legitimate,0
TXN_00000632,ACC_000316,2026-01-12T00:27:14+00:00,LEGITIMATE,legitimate,0
TXN_00001887,ACC_000205,2026-01-12T00:31:53+00:00,LEGITIMATE,legitimate,0
TXN_00000804,ACC_000199,2026-01-12T01:02:09+00:00,LEGITIMATE,legitimate,0
TXN_00000659,ACC_000453,2026-01-12T01:58:29+00:00,LEGITIMATE,legitimate,0
TXN_00000419,ACC_000396,2026-01-12T05:03:09+00:00,LEGITIMATE,legitimate,0
TXN_00001940,ACC_000259,2026-01-12T06:05:19+00:00,LEGITIMATE,legitimate,0
TXN_00000584,ACC_000479,2026-01-12T06:06:34+00:00,LEGITIMATE,legitimate,0
TXN_00000489,ACC_000343,2026-01-12T06:42:31+00:00,LEGITIMATE,legitimate,0
TXN_00001341,ACC_000090,2026-01-12T06:52:38+00:00,LEGITIMATE,legitimate,0
TXN_00001946,ACC_000452,2026-01-12T07:38:24+00:00,LEGITIMATE,legitimate,0
TXN_00001263,ACC_000486,2026-01-12T08:46:08+00:00,LEGITIMATE,legitimate,0
TXN_00001008,ACC_000340,2026-01-12T08:51:19+00:00,LEGITIMATE,legitimate,0
TXN_00001728,ACC_000259,2026-01-12T09:26:26+00:00,LEGITIMATE,legitimate,0
TXN_00000972,ACC_000327,2026-01-12T09:58:49+00:00,LEGITIMATE,legitimate,0
TXN_00000409,ACC_000110,2026-01-12T10:26:03+00:00,LEGITIMATE,legitimate,0
TXN_00001963,ACC_000500,2026-01-12T10:27:14+00:00,LEGITIMATE,legitimate,0
TXN_00000269,ACC_000307,2026-01-12T10:46:48+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001995,ACC_000342,2026-01-12T10:50:10+00:00,LEGITIMATE,legitimate,0
TXN_00000828,ACC_000334,2026-01-12T12:18:47+00:00,LEGITIMATE,legitimate,0
TXN_00001509,ACC_000351,2026-01-12T13:17:54+00:00,LEGITIMATE,legitimate,0
TXN_00001011,ACC_000211,2026-01-12T13:33:58+00:00,LEGITIMATE,legitimate,0
TXN_00001244,ACC_000020,2026-01-12T14:34:04+00:00,LEGITIMATE,legitimate,0
TXN_00000940,ACC_000431,2026-01-12T14:35:10+00:00,LEGITIMATE,legitimate,0
TXN_00001644,ACC_000054,2026-01-12T14:49:07+00:00,LEGITIMATE,legitimate,0
TXN_00000402,ACC_000132,2026-01-12T16:52:02+00:00,LEGITIMATE,legitimate,0
TXN_00001838,ACC_000286,2026-01-12T17:43:33+00:00,LEGITIMATE,legitimate,0
TXN_00001646,ACC_000246,2026-01-12T21:51:52+00:00,LEGITIMATE,legitimate,0
TXN_00001750,ACC_000299,2026-01-12T21:54:33+00:00,LEGITIMATE,legitimate,0
TXN_00001526,ACC_000345,2026-01-12T22:11:59+00:00,LEGITIMATE,legitimate,0
TXN_00000915,ACC_000390,2026-01-13T00:45:53+00:00,LEGITIMATE,legitimate,0
TXN_00001615,ACC_000293,2026-01-13T01:32:49+00:00,LEGITIMATE,legitimate,0
TXN_00000442,ACC_000388,2026-01-13T01:57:00+00:00,LEGITIMATE,legitimate,0
TXN_00000968,ACC_000338,2026-01-13T01:59:09+00:00,LEGITIMATE,legitimate,0
TXN_00000591,ACC_000334,2026-01-13T03:08:13+00:00,LEGITIMATE,legitimate,0
TXN_00000959,ACC_000446,2026-01-13T03:11:18+00:00,LEGITIMATE,legitimate,0
TXN_00001423,ACC_000218,2026-01-13T03:39:24+00:00,LEGITIMATE,legitimate,0
TXN_00000817,ACC_000165,2026-01-13T03:39:41+00:00,LEGITIMATE,legitimate,0
TXN_00001938,ACC_000152,2026-01-13T03:42:46+00:00,LEGITIMATE,legitimate,0
TXN_00000980,ACC_000262,2026-01-13T04:13:22+00:00,LEGITIMATE,legitimate,0
TXN_00000590,ACC_000422,2026-01-13T04:34:45+00:00,LEGITIMATE,legitimate,0
TXN_00000372,ACC_000066,2026-01-13T06:35:54+00:00,LEGITIMATE,legitimate,0
TXN_00000699,ACC_000456,2026-01-13T08:07:06+00:00,LEGITIMATE,legitimate,0
TXN_00000761,ACC_000300,2026-01-13T08:11:27+00:00,LEGITIMATE,legitimate,0
TXN_00000544,ACC_000159,2026-01-13T11:32:50+00:00,LEGITIMATE,legitimate,0
TXN_00000460,ACC_000405,2026-01-13T12:49:17+00:00,LEGITIMATE,legitimate,0
TXN_00000809,ACC_000020,2026-01-13T13:28:02+00:00,LEGITIMATE,legitimate,0
TXN_00001087,ACC_000076,2026-01-13T14:04:28+00:00,LEGITIMATE,legitimate,0
TXN_00001285,ACC_000351,2026-01-13T14:06:43+00:00,LEGITIMATE,legitimate,0
TXN_00001266,ACC_000257,2026-01-13T14:10:58+00:00,LEGITIMATE,legitimate,0
TXN_00001471,ACC_000313,2026-01-13T14:20:50+00:00,LEGITIMATE,legitimate,0
TXN_00001295,ACC_000025,2026-01-13T14:58:07+00:00,LEGITIMATE,legitimate,0
TXN_00001251,ACC_000283,2026-01-13T16:53:22+00:00,LEGITIMATE,legitimate,0
TXN_00000663,ACC_000229,2026-01-13T18:25:38+00:00,LEGITIMATE,legitimate,0
TXN_00001269,ACC_000316,2026-01-13T19:36:46+00:00,LEGITIMATE,legitimate,0
TXN_00001446,ACC_000140,2026-01-13T22:34:50+00:00,LEGITIMATE,legitimate,0
TXN_00001309,ACC_000437,2026-01-13T22:36:17+00:00,LEGITIMATE,legitimate,0
TXN_00000899,ACC_000114,2026-01-13T22:48:27+00:00,LEGITIMATE,legitimate,0
TXN_00001870,ACC_000106,2026-01-13T23:01:05+00:00,LEGITIMATE,legitimate,0
TXN_00000406,ACC_000053,2026-01-13T23:25:01+00:00,LEGITIMATE,legitimate,0
TXN_00001800,ACC_000240,2026-01-14T01:56:18+00:00,LEGITIMATE,legitimate,0
TXN_00001367,ACC_000409,2026-01-14T02:04:50+00:00,LEGITIMATE,legitimate,0
TXN_00000582,ACC_000338,2026-01-14T03:18:45+00:00,LEGITIMATE,legitimate,0
TXN_00000920,ACC_000044,2026-01-14T04:42:49+00:00,LEGITIMATE,legitimate,0
TXN_00001933,ACC_000104,2026-01-14T05:03:58+00:00,LEGITIMATE,legitimate,0
TXN_00001305,ACC_000323,2026-01-14T05:33:03+00:00,LEGITIMATE,legitimate,0
TXN_00000246,ACC_000473,2026-01-14T05:44:14+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000318,ACC_000272,2026-01-14T06:41:14+00:00,LEGITIMATE,legitimate,0
TXN_00001572,ACC_000479,2026-01-14T07:03:03+00:00,LEGITIMATE,legitimate,0
TXN_00001109,ACC_000257,2026-01-14T07:48:29+00:00,LEGITIMATE,legitimate,0
TXN_00000316,ACC_000352,2026-01-14T08:21:42+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001026,ACC_000062,2026-01-14T09:10:26+00:00,LEGITIMATE,legitimate,0
TXN_00001675,ACC_000024,2026-01-14T09:57:21+00:00,LEGITIMATE,legitimate,0
TXN_00000654,ACC_000093,2026-01-14T10:04:07+00:00,LEGITIMATE,legitimate,0
TXN_00000672,ACC_000321,2026-01-14T10:12:31+00:00,LEGITIMATE,legitimate,0
TXN_00001099,ACC_000369,2026-01-14T11:15:05+00:00,LEGITIMATE,legitimate,0
TXN_00000750,ACC_000413,2026-01-14T13:48:48+00:00,LEGITIMATE,legitimate,0
TXN_00001290,ACC_000349,2026-01-14T13:55:52+00:00,LEGITIMATE,legitimate,0
TXN_00001930,ACC_000205,2026-01-14T14:07:42+00:00,LEGITIMATE,legitimate,0
TXN_00001687,ACC_000165,2026-01-14T15:38:24+00:00,LEGITIMATE,legitimate,0
TXN_00000505,ACC_000303,2026-01-14T18:06:12+00:00,LEGITIMATE,legitimate,0
TXN_00001265,ACC_000095,2026-01-14T18:36:01+00:00,LEGITIMATE,legitimate,0
TXN_00000748,ACC_000438,2026-01-14T19:09:10+00:00,LEGITIMATE,legitimate,0
TXN_00001319,ACC_000037,2026-01-14T19:17:45+00:00,LEGITIMATE,legitimate,0
TXN_00001542,ACC_000477,2026-01-14T21:11:51+00:00,LEGITIMATE,legitimate,0
TXN_00000865,ACC_000439,2026-01-14T21:12:25+00:00,LEGITIMATE,legitimate,0
TXN_00001719,ACC_000396,2026-01-14T22:01:29+00:00,LEGITIMATE,legitimate,0
TXN_00000934,ACC_000457,2026-01-14T22:28:37+00:00,LEGITIMATE,legitimate,0
TXN_00001227,ACC_000364,2026-01-15T00:16:30+00:00,LEGITIMATE,legitimate,0
TXN_00001155,ACC_000060,2026-01-15T00:53:04+00:00,LEGITIMATE,legitimate,0
TXN_00001082,ACC_000321,2026-01-15T01:42:47+00:00,LEGITIMATE,legitimate,0
TXN_00001299,ACC_000036,2026-01-15T01:49:09+00:00,LEGITIMATE,legitimate,0
TXN_00001691,ACC_000086,2026-01-15T02:05:27+00:00,LEGITIMATE,legitimate,0
TXN_00000988,ACC_000369,2026-01-15T02:46:05+00:00,LEGITIMATE,legitimate,0
TXN_00001912,ACC_000222,2026-01-15T02:49:15+00:00,LEGITIMATE,legitimate,0
TXN_00000887,ACC_000349,2026-01-15T04:19:29+00:00,LEGITIMATE,legitimate,0
TXN_00000543,ACC_000464,2026-01-15T05:02:21+00:00,LEGITIMATE,legitimate,0
TXN_00001660,ACC_000322,2026-01-15T05:22:17+00:00,LEGITIMATE,legitimate,0
TXN_00000856,ACC_000410,2026-01-15T05:31:27+00:00,LEGITIMATE,legitimate,0
TXN_00000494,ACC_000222,2026-01-15T06:07:19+00:00,LEGITIMATE,legitimate,0
TXN_00001307,ACC_000268,2026-01-15T06:57:01+00:00,LEGITIMATE,legitimate,0
TXN_00001760,ACC_000356,2026-01-15T07:22:38+00:00,LEGITIMATE,legitimate,0
TXN_00000806,ACC_000363,2026-01-15T07:44:28+00:00,LEGITIMATE,legitimate,0
TXN_00001256,ACC_000487,2026-01-15T08:13:24+00:00,LEGITIMATE,legitimate,0
TXN_00001048,ACC_000420,2026-01-15T09:55:24+00:00,LEGITIMATE,legitimate,0
TXN_00001154,ACC_000192,2026-01-15T11:06:59+00:00,LEGITIMATE,legitimate,0
TXN_00000292,ACC_000318,2026-01-15T11:30:38+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000697,ACC_000173,2026-01-15T11:57:18+00:00,LEGITIMATE,legitimate,0
TXN_00001956,ACC_000303,2026-01-15T15:56:55+00:00,LEGITIMATE,legitimate,0
TXN_00001503,ACC_000455,2026-01-15T16:07:43+00:00,LEGITIMATE,legitimate,0
TXN_00001148,ACC_000338,2026-01-15T16:33:41+00:00,LEGITIMATE,legitimate,0
TXN_00001713,ACC_000216,2026-01-15T17:43:25+00:00,LEGITIMATE,legitimate,0
TXN_00000418,ACC_000494,2026-01-15T17:57:54+00:00,LEGITIMATE,legitimate,0
TXN_00001801,ACC_000358,2026-01-15T22:21:19+00:00,LEGITIMATE,legitimate,0
TXN_00000778,ACC_000321,2026-01-15T23:08:05+00:00,LEGITIMATE,legitimate,0
TXN_00000583,ACC_000257,2026-01-15T23:16:31+00:00,LEGITIMATE,legitimate,0
TXN_00001098,ACC_000392,2026-01-15T23:25:36+00:00,LEGITIMATE,legitimate,0
TXN_00000065,ACC_000296,2026-01-16T00:04:47+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001032,ACC_000305,2026-01-16T00:34:26+00:00,LEGITIMATE,legitimate,0
TXN_00001918,ACC_000235,2026-01-16T02:39:25+00:00,LEGITIMATE,legitimate,0
TXN_00000773,ACC_000389,2026-01-16T02:57:57+00:00,LEGITIMATE,legitimate,0
TXN_00001758,ACC_000119,2026-01-16T03:33:07+00:00,LEGITIMATE,legitimate,0
TXN_00001440,ACC_000295,2026-01-16T04:40:43+00:00,LEGITIMATE,legitimate,0
TXN_00001188,ACC_000374,2026-01-16T08:02:39+00:00,LEGITIMATE,legitimate,0
TXN_00000064,ACC_000296,2026-01-16T08:04:47+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001585,ACC_000039,2026-01-16T08:05:02+00:00,LEGITIMATE,legitimate,0
TXN_00001495,ACC_000402,2026-01-16T09:24:06+00:00,LEGITIMATE,legitimate,0
TXN_00000518,ACC_000195,2026-01-16T10:02:06+00:00,LEGITIMATE,legitimate,0
TXN_00000822,ACC_000418,2026-01-16T10:07:02+00:00,LEGITIMATE,legitimate,0
TXN_00001467,ACC_000489,2026-01-16T10:54:56+00:00,LEGITIMATE,legitimate,0
TXN_00001798,ACC_000029,2026-01-16T11:12:37+00:00,LEGITIMATE,legitimate,0
TXN_00000845,ACC_000094,2026-01-16T11:13:42+00:00,LEGITIMATE,legitimate,0
TXN_00001589,ACC_000370,2026-01-16T12:53:17+00:00,LEGITIMATE,legitimate,0
TXN_00000740,ACC_000255,2026-01-16T12:56:27+00:00,LEGITIMATE,legitimate,0
TXN_00001384,ACC_000033,2026-01-16T14:25:35+00:00,LEGITIMATE,legitimate,0
TXN_00001450,ACC_000445,2026-01-16T14:31:29+00:00,LEGITIMATE,legitimate,0
TXN_00000310,ACC_000329,2026-01-16T15:25:20+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001252,ACC_000252,2026-01-16T16:28:34+00:00,LEGITIMATE,legitimate,0
TXN_00000870,ACC_000409,2026-01-16T16:36:17+00:00,LEGITIMATE,legitimate,0
TXN_00001663,ACC_000384,2026-01-16T16:46:11+00:00,LEGITIMATE,legitimate,0
TXN_00001593,ACC_000443,2026-01-16T16:47:36+00:00,LEGITIMATE,legitimate,0
TXN_00000462,ACC_000221,2026-01-16T17:52:29+00:00,LEGITIMATE,legitimate,0
TXN_00001857,ACC_000159,2026-01-16T18:01:53+00:00,LEGITIMATE,legitimate,0
TXN_00001022,ACC_000045,2026-01-16T20:06:41+00:00,LEGITIMATE,legitimate,0
TXN_00001404,ACC_000363,2026-01-16T20:17:09+00:00,LEGITIMATE,legitimate,0
TXN_00000239,ACC_000249,2026-01-16T20:27:10+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000279,ACC_000149,2026-01-16T20:36:24+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00001207,ACC_000317,2026-01-16T20:41:09+00:00,LEGITIMATE,legitimate,0
TXN_00000066,ACC_000296,2026-01-16T21:04:47+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000067,ACC_000296,2026-01-16T21:04:47+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000430,ACC_000032,2026-01-16T21:29:38+00:00,LEGITIMATE,legitimate,0
TXN_00001081,ACC_000094,2026-01-16T21:33:07+00:00,LEGITIMATE,legitimate,0
TXN_00001139,ACC_000285,2026-01-16T22:25:10+00:00,LEGITIMATE,legitimate,0
TXN_00001638,ACC_000471,2026-01-16T23:02:47+00:00,LEGITIMATE,legitimate,0
TXN_00000312,ACC_000329,2026-01-17T00:13:19+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000927,ACC_000288,2026-01-17T02:45:08+00:00,LEGITIMATE,legitimate,0
TXN_00001759,ACC_000349,2026-01-17T02:55:56+00:00,LEGITIMATE,legitimate,0
TXN_00001530,ACC_000441,2026-01-17T04:08:23+00:00,LEGITIMATE,legitimate,0
TXN_00001658,ACC_000114,2026-01-17T04:19:19+00:00,LEGITIMATE,legitimate,0
TXN_00000943,ACC_000167,2026-01-17T04:58:16+00:00,LEGITIMATE,legitimate,0
TXN_00000102,ACC_000430,2026-01-17T05:17:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000103,ACC_000430,2026-01-17T05:19:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000104,ACC_000430,2026-01-17T05:22:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000105,ACC_000430,2026-01-17T05:23:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000106,ACC_000391,2026-01-17T05:28:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000107,ACC_000391,2026-01-17T05:29:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000108,ACC_000391,2026-01-17T05:31:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000109,ACC_000391,2026-01-17T05:34:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000110,ACC_000190,2026-01-17T05:37:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000111,ACC_000190,2026-01-17T05:39:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000112,ACC_000190,2026-01-17T05:41:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000113,ACC_000190,2026-01-17T05:44:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000114,ACC_000099,2026-01-17T05:47:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000115,ACC_000099,2026-01-17T05:49:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000116,ACC_000099,2026-01-17T05:52:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00000117,ACC_000099,2026-01-17T05:53:30+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
TXN_00001502,ACC_000393,2026-01-17T06:22:56+00:00,LEGITIMATE,legitimate,0
TXN_00001428,ACC_000274,2026-01-17T06:35:37+00:00,LEGITIMATE,legitimate,0
TXN_00000984,ACC_000239,2026-01-17T08:22:49+00:00,LEGITIMATE,legitimate,0
TXN_00001949,ACC_000444,2026-01-17T08:47:24+00:00,LEGITIMATE,legitimate,0
TXN_00000664,ACC_000479,2026-01-17T08:59:36+00:00,LEGITIMATE,legitimate,0
TXN_00000969,ACC_000292,2026-01-17T09:07:59+00:00,LEGITIMATE,legitimate,0
TXN_00000743,ACC_000500,2026-01-17T09:58:00+00:00,LEGITIMATE,legitimate,0
TXN_00001505,ACC_000109,2026-01-17T10:00:47+00:00,LEGITIMATE,legitimate,0
TXN_00001371,ACC_000314,2026-01-17T10:39:23+00:00,LEGITIMATE,legitimate,0
TXN_00000387,ACC_000245,2026-01-17T11:02:52+00:00,LEGITIMATE,legitimate,0
TXN_00001557,ACC_000461,2026-01-17T11:46:06+00:00,LEGITIMATE,legitimate,0
TXN_00001480,ACC_000237,2026-01-17T11:46:25+00:00,LEGITIMATE,legitimate,0
TXN_00001036,ACC_000436,2026-01-17T11:47:53+00:00,LEGITIMATE,legitimate,0
TXN_00000077,ACC_000128,2026-01-17T11:56:19+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001633,ACC_000029,2026-01-17T12:21:07+00:00,LEGITIMATE,legitimate,0
TXN_00000576,ACC_000414,2026-01-17T12:22:07+00:00,LEGITIMATE,legitimate,0
TXN_00001874,ACC_000153,2026-01-17T12:49:48+00:00,LEGITIMATE,legitimate,0
TXN_00001243,ACC_000135,2026-01-17T13:27:15+00:00,LEGITIMATE,legitimate,0
TXN_00001469,ACC_000447,2026-01-17T13:36:38+00:00,LEGITIMATE,legitimate,0
TXN_00000081,ACC_000124,2026-01-17T13:39:00+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001047,ACC_000267,2026-01-17T15:04:51+00:00,LEGITIMATE,legitimate,0
TXN_00001756,ACC_000376,2026-01-17T15:51:42+00:00,LEGITIMATE,legitimate,0
TXN_00000717,ACC_000189,2026-01-17T16:15:44+00:00,LEGITIMATE,legitimate,0
TXN_00001822,ACC_000091,2026-01-17T16:24:12+00:00,LEGITIMATE,legitimate,0
TXN_00000613,ACC_000182,2026-01-17T16:26:19+00:00,LEGITIMATE,legitimate,0
TXN_00001961,ACC_000274,2026-01-17T16:48:48+00:00,LEGITIMATE,legitimate,0
TXN_00000079,ACC_000128,2026-01-17T16:56:19+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001595,ACC_000238,2026-01-17T18:23:23+00:00,LEGITIMATE,legitimate,0
TXN_00000266,ACC_000307,2026-01-17T18:47:20+00:00,LEGITIMATE_LOOKALIKE,legitimate,0
TXN_00000638,ACC_000040,2026-01-17T19:08:19+00:00,LEGITIMATE,legitimate,0
TXN_00000082,ACC_000124,2026-01-17T19:39:00+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000078,ACC_000128,2026-01-17T19:56:19+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00000966,ACC_000489,2026-01-18T00:53:31+00:00,LEGITIMATE,legitimate,0
TXN_00001409,ACC_000116,2026-01-18T01:33:32+00:00,LEGITIMATE,legitimate,0
TXN_00001906,ACC_000236,2026-01-18T01:37:25+00:00,LEGITIMATE,legitimate,0
TXN_00000398,ACC_000136,2026-01-18T02:15:50+00:00,LEGITIMATE,legitimate,0
TXN_00001575,ACC_000039,2026-01-18T02:55:05+00:00,LEGITIMATE,legitimate,0
TXN_00001689,ACC_000006,2026-01-18T07:04:17+00:00,LEGITIMATE,legitimate,0
TXN_00000707,ACC_000431,2026-01-18T08:15:30+00:00,LEGITIMATE,legitimate,0
TXN_00001369,ACC_000145,2026-01-18T09:26:37+00:00,LEGITIMATE,legitimate,0
TXN_00000586,ACC_000186,2026-01-18T09:54:41+00:00,LEGITIMATE,legitimate,0
TXN_00000058,ACC_000481,2026-01-18T11:10:13+00:00,COMMON_BENEFICIARY_RING,ring,1
TXN_00001016,ACC_000294,2026-01-18T12:16:29+00:00,LEGITIMATE,legitimate,0
TXN_00000118,ACC_000254,2026-01-18T12:56:55+00:00,RAPID_FUND_DISTRIBUTION_RING,ring,1
